normalized_name,company_ids,original_names,fair_count,fair_names,same_fair_overlap,scenario,confidence,recommendation,duplicate_relation_count,country_ids,phones,websites,emails
matec elektronik,17422|25594|28091,MATEC ELEKTRONİK SAN.VE TİC.LTD.ŞTİ. | MATEC ELEKTRONİK SAN. VE TİC. LTD. ŞTİ. | MATEC ELEKTRONİK SAN. VE TİC. LTD. ŞTİ.,3,IDEF | Saha Expo | Wire - Tube Eurasia ,False,A,REVIEW,Manual review suggested,0,1,2123461606 | 5496923633,matecelectronics.com,info@matecelectronics.com | sales@matecelectronics.com
mega danismanlik temsilcilik dis,13154|22375|28101,MEGA DANIŞMANLIK TEMSiLCiLiK DIŞ TiC. A.Ş. | MEGA DANIŞMANLIK TEMSİLCİLİK DIŞ TİC. A.Ş. | MEGA DANIŞMANLIK TEMSİLCİLİK DIŞ TİC. A.Ş.,3,IDEF | Kalite '25 | Paintistanbul & TURKCOAT ,False,A,REVIEW,Manual review suggested,0,1,2163264535,megadanismanlik.com.tr | megatr.com,megaist@megatr.com
mekotek makine,14470|21369|26152,MEKOTEK MAKİNE | MEKOTEK MAKINE SAN VE TIC. A.S. | MEKOTEK MAKİNE SAN VE TİC. A.Ş.,3,Maktek Avrasya | WIN EURASIA | Wire - Tube Eurasia ,False,A,REVIEW,Manual review suggested,0,1,5396674309,mekotek.com.tr,info@mekotek.com.tr | info@mekoteklazer.com
metplas metal plastik,1491|26433|32684,METPLAS METAL VE PLASTİK SAN. TİC. A.Ş. | METPLAS Metal ve Plastik Sanayi Ticaret A.Ş. | METPLAS METAL VE PLASTİK SAN. TİC. A.Ş.,3,Avrasya Ambalaj | Aysaf Ayakkabı Yan Sanayi Fuarı | Hostech,False,A,REVIEW,Manual review suggested,0,1,02125013376 | 902125673536,metplas.com.tr | rubikap.com,info@metplas.com.tr | info@rubikap.com
mrp bilgi teknolojileri,18003|25686|25756,MRP BILGI TEKNOLOJILERI | MRP BİLGİ TEKNOLOJİLERİ SAN. VE TİC. A.Ş | MRP BİLGİ TEKNOLOJİLERİ SAN. VE TİC. A.Ş.,3,METAL EXPO EURASIA İSTANBUL | RePlast Eurasia | Wire - Tube Eurasia ,False,A,REVIEW,Manual review suggested,0,1,23222511 | 5558994593,mrp.com.tr | steelradar.com,kvkk@mrp.com.tr | support@steelradar.com
mubitek tasarim bilisim mak,11555|17492|32185,MUBİTEK TASARIM BİLİŞİM MAK. SAN TİC. LTD | MUBİTEK TASARIM BİLİŞİM MAK. SAN. VE TİC. LTD. ŞTİ. | MUBİTEK TASARIM BİLİŞİM MAK. SAN. TİC. LTD. ŞTİ.,3,BusWorld | Maktek Avrasya | Saha Expo,False,A,REVIEW,Manual review suggested,0,1,2244413037 | 5413691310,mubitek.com,info@mubitek.com | mustafa.bintas@mubitek.com
my evilla tekstil,26860|28993|31509,MY EVİLLA TEKSTİL SAN. VE TİC. A.Ş. | MY EVILLA TEKSTIL | MY EVİLLA TEKSTİL SANAYİ VE TİCARET ANONİM ŞİRKETİ,3,CFE - Carpet and Flooring Expo | HOMETEX | Zuchex,False,A,REVIEW,Manual review suggested,0,1,8502598595 | 90530511,myevilla.com,neslihanpolat@myevilla.com.tr | otomasyon@myevilla.com
neta elektronik cihazlar,17506|24502|28179,NETA ELEKTRONİK CİHAZLAR SANAYİ VE TİCARET A.Ş. | NETA ELEKTRONİK CİHAZLAR SAN. VE TİC. A. Ş. | NETA ELEKTRONİK CİHAZLAR SAN. VE TİC. A.Ş.,3,Bosphorus Boat Show Kara Fuarı | IDEF | Saha Expo,False,A,REVIEW,Manual review suggested,0,1,2163132762,netacoms.com,aaltin@neta.com.tr | bkocaer@neta.com.tr | idil@neta.com.tr | info@neta.com.tr | info@netacoms.com | msengiz@netacoms.com
novoplast tpe llc,22898|31205|32542,"NOVOPLAST TPE, LLC | NOVOPLAST TPE, LLC | NOVOPLAST TPE, LLC",3,AVRASYA KAPI FUARI | AVRASYA PENCERE FUARI | Plast Eurasia İstanbul,False,A,REVIEW,Manual review suggested,0,1,410618651100 | 79872601638,novoplast.com | uztpe.uz,info@novoplast.com | nvv@uztpe.uz
odak kimya endustrisi urunleri,13166|31367|31729,ODAK KiMYA ENDÜSTRiSi ÜRÜNLERi SAN. VE TiC. LTD. ŞTi. | ODAK KİMYA ENDÜSTRİSİ ÜRÜNLERİ SAN. VE TİC. LTD. ŞTİ. | ODAK KİMYA ENDÜSTRİSİ ÜRÜNLERİ SAN. VE TİC. LTD. ŞTİ.,3,Avrasya Ambalaj | Paintistanbul & TURKCOAT  | Uluslararası İstanbul İplik Fuarı,False,A,REVIEW,Manual review suggested,0,1,2164899313 | 902164899313,odakkimya.com | odakkimya.com.tr,info@odakkimya.com.tr | ozturk@odakkimya.com
okyanus mutfak esyalari dis,5353|21001|33916,OKYANUS MUTFAK EŞYALARI SAN. VE DIŞ TİC. | OKYANUS MUTFAK EŞYALARI SAN. VE DIŞ TİC. LTD. ŞTİ. | Okyanus Mutfak Eşyaları Sanayi ve Dış Ticaret Limited Şirketi,3,HOST Istanbul Fuarı | UNICERA İstanbul | Zuchex,False,A,REVIEW,Manual review suggested,0,1,02125497795 | 2125427795,okyanushome.com,info@okyanushome.com
omni metalurji end,6259|12910|17531,OMNI METALURJI END. TIC. LTD. STI. | OMNI METALURJI END. TIC. LTD. STI. | Omni Metalurji End. San. Tic. LTD. ŞTİ,3,Fastener Expo Eurasia Fuarı | Hardware Eurasia - Avrasya Uluslararası Hırdavat Fuarı | Saha Expo,False,A,REVIEW,Manual review suggested,0,1,2164996664 | 5304845025,omnipb.com,fatihtuysuz@omnipb.com | info@omnipb.com
optimum surec tasarimi uygulamalari,3263|17539|23394,OPTIMUM SÜREÇ TASARIMI VE UYGULAMALARI | OPTİMUM SÜREÇ TASARIMI VE UYGULAMALARI A.Ş | OPTIMUM SÜREÇ TASARIMI VE UYGULAMALARI A.S.,3,MÜSİAD Expo Ticaret Fuarı | Robot Yatırımları Zirvesi ve Sergisi | Saha Expo,False,A,REVIEW,Manual review suggested,0,1,2643535253 | 5528118166,optimak.com.tr,info@optimak.com.tr | info@optimumotomasyon.com | info@tr.optimakstu.com | pazarlama@optimak.com.tr
ozdemir model dokum kalip yedek parca,7482|17559|22366,ÖZDEMİR MODEL DÖKÜM KALIP YEDEK PARÇA SAN. VE TİC. LTD. ŞTİ. | ÖZDEMİR MODEL DÖKÜM KALIP YEDEK PARÇA SAN.TİC.LTD.ŞTİ. | ÖZDEMİR MODEL DÖKÜM KALIP YEDEK PARÇA SAN. VE TİC.LTD.ŞTİ.,3,Bosphorus Boat Show Kara Fuarı | Kalite '25 | Saha Expo,False,A,REVIEW,Manual review suggested,0,1,2125444641 | 2125445544,ozdemirmodel.com,info@ozdemirmodel.com
ozgul mutfak esyalari,5367|21021|26461,ÖZGÜL MUTFAK EŞYALARI SAN. VE TİC. LTD.  | ÖZGÜL MUTFAK EŞYALARI SAN. VE TİC. LTD. ŞTİ. | ÖZGÜL MUTFAK EŞYALARI SAN.VE TİC.LTD.ŞTİ.,3,HOST Istanbul Fuarı | Hostech | Zuchex,False,A,REVIEW,Manual review suggested,0,1,03442366400 | 3442366400,ozgulmelamin.com,info@ozgulmelamin.com
parkim parfum plastik kimya,10661|13173|30240,PARKIM PARFÜM PLASTIK VE KIMYA SAN. LTD. STI. | PARKiM PARFÜM PLASTiK VE KiMYA SAN. LTD. ŞTi. | PARKiM PARFÜM PLASTiK VE KiMYA SAN.LTD.ŞTi.,3,Kauçuk Avrasya Fuarı | Paintistanbul & TURKCOAT  | World Food İstanbul ,False,A,REVIEW,Manual review suggested,0,1,2123393800,http: | parkimgroup.com,contact@parkimgroup.com
persmont tekstil,6269|12986|34474,PERSMONT TEKSTIL SAN. TIC. A.S. | PERSMONT TEKSTIL SAN. TIC. A.S. | Persmont Tekstil San. ve Tic. A.Ş.,3,Fastener Expo Eurasia Fuarı | Hardware Eurasia - Avrasya Uluslararası Hırdavat Fuarı | İstanbul Hırdavat Fuarı,False,A,REVIEW,Manual review suggested,0,1,2163115311,persmont.com | persmont.com.tr,info@persmont.com | persmont@persmont.com
power elektronik,1293|3178|9457,POWER ELEKTRONİK | POWER ELEKTRONİK SAN.VE TİC. | POWER ELEKTRONIK SAN.VE TIC.A.S.,3,EV Charge Show | Enerjisini Üreten Fabrikalar Zirvesi ve Sergisi | SolarEx İstanbul Güneş Enerjisi & Teknolojileri Fuarı,False,A,REVIEW,Manual review suggested,0,1,2164816699,powerelektronik.com | powerelektronik.com.tr,info@powerelektronik.com.tr
raudi paz mob ic dis,3863|25489|28759,RAUDI PAZ.MOB.IÇ VE DIS TIC.LTD.STI. | RAUDİ PAZ.MOB.İÇ VE DIŞ TİC.LTD.ŞTİ. | RAUDİ PAZ.MOB.İÇ VE DIŞ TİC.LTD.ŞTİ.,3,Hardware Eurasia - Avrasya Uluslararası Hırdavat Fuarı | İntermob | İstanbul Mobilya Fuarı,False,A,REVIEW,Manual review suggested,0,1,5325973333 | 5331437200,raudi.com.tr | welbard.com,azize@raudi.com.tr | info@welbard.com
retek seluloz geri kazanim end,5021|10556|32680,RETEK SELÜLOZ GERI KAZANIM END. SAN. TIC. A.S. | RETEK SELÜLOZ GERİ KAZANIM END. SAN. VE TİC. A. Ş. | RETEK SELÜLOZ GERİ KAZANİM END.SAN.TİC.A.Ş.,3,Avrasya Ambalaj | IBAKTECH | İstanbul Kırtasiye Ofis Fuarı,False,A,REVIEW,Manual review suggested,0,1,2563161300 | 902563161300,retek.com.tr,info@retek.com.tr
ron makina end urun,6275|12990|30884,RON MAKINA VE END. ÜRÜN. SAN. TIC. LTD. STI. | RON MAKINA VE END. ÜRÜN. SAN. TIC. LTD. STI. | RON MAKiNA VE END. ÜRÜN. SAN. TiC. LTD. ŞTi.,3,Fastener Expo Eurasia Fuarı | Hardware Eurasia - Avrasya Uluslararası Hırdavat Fuarı | İntermob,False,A,REVIEW,Manual review suggested,0,1,2125010600 | 5304655451,ronmikron.com,info@ronmikron.com | mercan@ronmikron.com
sacit zorlu metal,11421|22860|32512,SACİT ZORLU METAL SAN. VE TİC. A.Ş. | SACIT ZORLU METAL SANAYI VE TICARET ANONIM SIRKETI | SACİT ZORLU METAL SANAYİ VE TİCARET ANONİM ŞİRKETİ,3,AVRASYA KAPI FUARI | AVRASYA PENCERE FUARI | Yapı Fuarı İstanbul,False,A,REVIEW,Manual review suggested,0,1,2626414521 | 902626414521,alutem.com.tr | sz.com.tr,bilgi@sz.com.tr | info@alutem.com.tr
secanorm endustriyel teknoloji,5977|17679|28370,SECANORM ENDÜSTRIYEL TEKNOLOJI SAN. VE TIC. A.S | SECANORM ENDÜSTRİYEL TEKNOLOJİ SANAYİ VE TİCARET A.Ş. | SECANORM ENDÜSTRİYEL TEKNOLOJİ SAN. VE TİC. A.Ş.,3,Expomed Eurasia - Medikal Fuarı | IDEF | Saha Expo,False,A,REVIEW,Manual review suggested,0,1,2422581700 | 5304081800,secanorm.com,info@secanorm.com | muhasebe@cantekgroup.com
sektorel tanitim grubu reklamcilik,28372|31906|32227,SEKTÖREL TANITIM GRUBU REKLAMCILIK VE TİC. LTD. ŞTİ. | SEKTÖREL TANITIM GRUBU REKLAMCILIK TİC. VE LİMİTED ŞİRKETİ | SEKTÖREL TANITIM GRUBU REKLAMCILIK VE TİC. LTD. ŞTİ.,3,IDEF | Kauçuk Avrasya Fuarı | Maktek Avrasya,False,A,REVIEW,Manual review suggested,0,1,2126072822,subconturkey.com.tr,sektorel@sektorel.com | subcon@subconturkey.com.tr
sistem teknik firinlari,17712|19693|30731,SİSTEM TEKNİK SANAYİ FIRINLARI A.Ş. | SISTEM TEKNIK SANAYI FIRINLARI A.S. | SİSTEM TEKNİK SANAYİ FIRINLARI A.Ş.,3,ALUEXPO | Ankiros | Saha Expo,False,A,REVIEW,Manual review suggested,0,1,2626582914 | 902626582914,sistemteknik.com,besteozdeslik@sistemteknik.com | info@sistemteknik.com | sales.steel@sistemteknik.com
somplast plastik dis,2739|22046|25734,SOMPLAST PLASTIK DIS TIC.VE SAN. LTD. STI. | SOMPLAST PLASTIK DIS TIC. VE SAN. LTD. STI. | SOMPLAST PLASTİK DIŞ TİC. VE SAN. LTD. ŞTİ.,3,Avrasya Ambalaj | Plast Eurasia İstanbul | RePlast Eurasia,False,A,REVIEW,Manual review suggested,0,1,2122513054 | 5303563537,somfood.com.tr | somplast.com.tr,info@somfood.com.tr | info@somplast.com.tr
soudal yapi kimyasallari,2409|12924|25508,SOUDAL YAPI KIMYASALLARI SAN VE TIC AS | SOUDAL YAPI KIMYASALLARI SAN VE TIC AS | SOUDAL YAPI KİMYASALLARI SAN VE TİC AŞ,3,AVRASYA PENCERE FUARI | Fastener Expo Eurasia Fuarı | Hardware Eurasia - Avrasya Uluslararası Hırdavat Fuarı,False,A,REVIEW,Manual review suggested,0,1,2165040292 | 5309403975,soudalturkiye.com,soudaltr@soudal.com
sude yayincilik timur olgun,25693|31881|32149,SUDE YAYINCILIK-TİMUR OLGUN | SUDE YAYINCILIK   TİMUR OLGUN | SUDE YAYINCILIK - TİMUR OLGUN,3,Kauçuk Avrasya Fuarı | Maktek Avrasya | RePlast Eurasia,False,A,REVIEW,Manual review suggested,0,1,2126120948,packworldturkiye.com,abone@sudeyayincilik.com | artyayincilik@artyayincilik.com
surkalip kalip,5407|21059|21683,SURKALIP KALIP SAN. VE TIC. LTD. STI. | SURKALIP KALIP SAN. VE TİC. LTD. ŞTİ. | SURKALIP KALIP SAN. VE TIC. LTD. STI.,3,Avrasya Ambalaj | HOST Istanbul Fuarı | Zuchex,False,A,REVIEW,Manual review suggested,0,1,21261030,nokhba.com | qutu.com.tr - surkalip.com.tr | surkalip.com.tr,enmt@blivesta.com | info@nokhba.com.tr | info@qutu.com.tr | info@surkalip.com.tr
temel tel metal,13001|25484|25629,TEMEL TEL METAL SAN. VE TIC. LTD. STI. | TEMEL TEL METAL SAN. VE TİC. LTD. ŞTİ. | TEMEL TEL METAL SAN. VE TİC. LTD. ŞTİ.,3,Fastener Expo Eurasia Fuarı | Hardware Eurasia - Avrasya Uluslararası Hırdavat Fuarı | Wire - Tube Eurasia ,False,A,REVIEW,Manual review suggested,0,1,2125950450 | 5464883634,temeltel.com | temeltel.com.tr,info@temeltel.com | info@temeltel.com.tr
termosan celik,21140|22670|26516,TERMOSAN ÇELİK SAN. VE TİC. LTD. ŞTİ. | TERMOSAN ÇELİK SAN. VE TİC. LTD. ŞTİ. | TERMOSAN ÇELİK SAN.VE TİC.LTD.ŞTİ.,4,Hostech | Promo Gift İstanbul | Sign İstanbul | Zuchex,False,A,REVIEW,Manual review suggested,0,1,04142158989 | 4142158989,termosancelik.com | termosancelik.com.tr,info@termocelik.com.tr | info@termosancelik.com.tr
tibet makina,17779|24630|28519,Tibet Makina Sanayi ve Ticaret A.Ş. | TIBET MAKINA | TİBET MAKİNA SAN. VE TİC. A.Ş.,3,Expomaritt Exposhipping İstanbul | IDEF | Saha Expo,False,A,REVIEW,Manual review suggested,0,1,2328439050,https | tibetmakina.com.tr,erdem.eygi@tibetmakina.com | info@tibetmakina.com
tuna tarti elektronik sistemler,3285|25164|25279,TUNA TARTI VE ELEKTRONİK SİSTEMLER | Tuna Tartı ve Elektronik Sistemler Ltd. Şti. | TUNA TARTI VE ELEKTRONİK SİSTEMLER LTD. ŞTİ.,3,MCA World Fair | Robot Yatırımları Zirvesi ve Sergisi | VIV SELECT TÜRKİYE,False,A,REVIEW,Manual review suggested,0,1,4444114 | 902322816901,bantkantar.com | tunaylar.com,info@tunasistem.com.tr | tunaylar@tunaylar.com
turkiye sise cam fabrikalari,2141|21038|31297,TÜRKIYE SISE VE CAM FABRIKALARI A.S. | Türkiye Şişe ve Cam Fabrikaları A.Ş. | TÜRKİYE ŞİŞE VE CAM FABRİKALARİ A.Ş.,3,AVRASYA CAM FUARI | Avrasya Ambalaj | Zuchex,False,A,REVIEW,Manual review suggested,0,1,8502065050 | 908502065050,pasabahce.com | sisecam.com | sisecam.com.tr,aaydemir@sisecam.com.tr | adirimtekin@sisecam.com.tr | akilinc@sisecam.com.tr | akirman@sisecam.com.tr | cbulut@sisecam.com.tr | contact@sisecam.com | dataprivacy@sisecam.com | ecan@sisecam.com.tr | ehaser@sisecam.com.tr | enallar@sisecam.com.tr | gguralp@sisecam.com.tr | gkurnaz@sisecam.com.tr | gozalp@sisecam.com.tr | hcinar@sisecam.com.tr | hkanmaz@sisecam.com.tr | hkaplan@sisecam.com.tr | myuce@sisecam.com.tr | overgon@sisecam.com.tr | sarslan@sisecam.com.tr | tdunn@sisecam.com.tr | umahir@sisecam.com.tr | yozalp@sisecam.com.tr
ulak haberlesme,17826|25139|28572,ULAK HABERLEŞME A.Ş. | ULAK Haberleşme A.Ş. | ULAK HABERLEŞME A.Ş.,3,IDEF | Mobilefest | Saha Expo,False,A,REVIEW,Manual review suggested,0,1,2167847707 | 3122869487,ulakhaberlesme.com.tr,info@ulakhaberlesme.com.tr | mustafa.sengul@ulakhaberlesme.com.tr
ulus bant,6293|22145|23147,ULUS BANT SANAYI VE TICARET A.S. | ULUS BANT SAN. VE TIC. A.S. | ULUS BANT SAN.TİC.A.Ş.,3,Avrasya Ambalaj | Hardware Eurasia - Avrasya Uluslararası Hırdavat Fuarı | İstanbul Hırdavat Fuarı,False,A,REVIEW,Manual review suggested,0,1,2126595256,ulusbant.com | ulusbant.com.tr,info@ulusbant.com | ozan@ulusbant.com
universal yapistirici kimya,1573|18290|30994,UNİVERSAL YAPISTIRICI VE KİMYA SAN. TİC. LTD. ŞTİ. | ÜNIVERSAL YAPISTIRICI VE KIMYA SAN.TIC.LTD.STI. | ÜNİVERSAL YAPIŞTIRICI VE KİMYA SAN. TİC. A.Ş.,3,Aysaf Ayakkabı Yan Sanayi Fuarı | İbia Expo | İntermob,False,A,REVIEW,Manual review suggested,0,1,,yapistirici.com,alber@universalyapistirici.com | info@yapistirici.com | siparis@yapistirici.com
untel kablolari,3476|17834|28587,ÜNTEL KABLOLARI SAN.VE TIC.A.S. | ÜNTEL KABLOLARI SAN. VE TİC.A.Ş. | ÜNTEL KABLOLARI SAN. VE TİC. A.Ş.,3,IDEF | KASTEXPO | Saha Expo,False,A,REVIEW,Manual review suggested,0,1,2627229330 | 4448685,untel.com.tr,info@untel.com.tr | satis@untel.com.tr
yagmur fuarcilik yayincilik tanitim hizmetleri,25697|31092|31884,YAĞMUR FUARCILIK YAYINCILIK TANITIM HİZMETLERİ LTD. ŞTİ. | YAĞMUR FUARCİLİK YAYİNCİLİK TANİTİM HiZMETLERi LTD. ŞTi. | YAĞMUR FUARCILIK YAYINCILIK TANITIM HİZMETLERİ LTD.ŞTİ.,3,Kauçuk Avrasya Fuarı | Plast Eurasia İstanbul | RePlast Eurasia,False,A,REVIEW,Manual review suggested,0,1,2122724560 | 902122724560,plastik-ambalaj.com,494150819@qq.com | editor@plastik-ambalaj.com | grant.gu@jstjsy.com
yiber elektronik,6044|26100|26544,YIBER ELEKTRONIK SAN. VE TIC. LTD. STI. | YİBER  ELEKTRONİK SAN. TİC. LTD. ŞTİ. | YİBER ELEKTRONİK SAN. TİC. LTD.ŞTİ,3,Expomed Eurasia - Medikal Fuarı | Foteg İstanbul | Hostech,False,A,REVIEW,Manual review suggested,0,1,02163612777 | 2123612444 | 902163612444,yiber.com.tr | yibtech.com,info@yiber.com.tr
acar su armaturleri,1157|33438,ACAR SU ARMATÜRLERİ | Acar Su Armatürleri San. ve Tic. Ltd. Sti.,2,TRADEF | UNICERA İstanbul,False,A,REVIEW,Manual review suggested,0,1,02163139667 | 021631396670216313966802163139669 | 02163139668 | 02163139669,acarmusluk.com,info@acarmusluk.com
acemoglu gida,18486|21960,ACEMOĞLU GIDA SANAYI VE TICARET LTD. ŞTI. | ACEMOGLU GIDA SAN. VE TIC. LTD. STI.,2,Avrasya Ambalaj | World Food İstanbul ,False,A,REVIEW,Manual review suggested,0,1,3423379340 | 5327622743,oncuambalaj.com.tr,info@oncuambalaj.com.tr | info@oncusalca.com.tr
adasev plastik,5153|21100,ADASEV PLASTİK SAN. VE TİC. LTD. ŞTİ. | ADASEV PLASTİK SAN. VE TİC. LTD. ŞTİ. ,2,HOST Istanbul Fuarı | Zuchex,False,A,REVIEW,Manual review suggested,0,1,2126373005 | 5525702954,sevplastik.com,export@sevplastik.com | info@adentekstil.com.tr
adopen plastik insaat,3364|28706,ADOPEN PLASTIK VE INSAAT SAN. A.S. | ADOPEN PLASTİK VE İNŞAAT SAN. A.Ş.,2,AVRASYA PENCERE FUARI | İntermob,False,A,REVIEW,Manual review suggested,0,1,2422362000,adopen.com.tr,export@ado.com.tr | info@adopen.com.tr
advens muhendislik,16846|27430,ADVENS MÜHENDİSLİK A.Ş. | ADVENS MÜHENDİSLİK A.Ş.,2,IDEF | Saha Expo,False,A,REVIEW,Manual review suggested,0,1,2165153961,advens.com.tr | https,info@advens.com.tr
aerofix kimya,2460|18060,AEROFIX KIMYA A.S. | AEROFIX KIMYA A.S.,2,Maktek Avrasya | Plast Eurasia İstanbul,False,A,REVIEW,Manual review suggested,0,1,2128070011 | 5062813250,aerofix.com.tr,export@aerofix.com.tr | info@aerofix.com.tr | pazarlama@aerofix.com.tr
aes elektronik makina,4051|22228,AES ELEKTRONIK MAKINA SANAYI VE TICARET A. S. | AES ELEKTRONIK MAKINA SANAYI VE TICARET A. S.,2,WoodTech | İstanbul Mobilya Fuarı,False,A,REVIEW,Manual review suggested,0,1,22444333,aesgroup.com.tr,aeselektronik@hs01.kep.tr | info@aesgroup.com.tr | info@aesgroupamerica.com | info@aesgroupuk.uk | kvkk@aesgroup.com.tr
airaks teknoloji,16854|27437,Airaks Teknoloji Anonim Şirketi | AİRAKS TEKNOLOJİ A.Ş.,2,IDEF | Saha Expo,False,A,REVIEW,Manual review suggested,0,1,5380364539,airaks.com | airaks.com.tr,info@airaks.com
ajans organize,25544|30433,AJANS ORGANİZE | AJANS ORGANİZE,2,ALUEXPO | Wire - Tube Eurasia ,False,A,REVIEW,Manual review suggested,0,1,2126712147 | 902126712147,ajansorganize.com,info@ajansorganize.com | taner@ajansorganize.com
akar kirtasiye,5054|24067,AKAR KIRTASIYE SAN. VE TIC. LTD. STI. | AKAR KIRTASİYE SAN. VE TİC. LTD. ŞTİ.,2,İstanbul Kırtasiye Ofis Fuarı | İstanbul Oyuncak Fuarı,False,A,REVIEW,Manual review suggested,0,1,8503994700,arkakar.com,ark@arkakar.com | info@arkakar.com | mail@siteismi.com
akay plastik tekstil,5156|20669,AKAY PLASTİK VE TEKSTİL SAN. TİC. LTD. ŞTİ. | AKAY PLASTİK VE TEKSTİL SAN. TİC. LTD. ŞTİ.,2,HOST Istanbul Fuarı | Zuchex,False,A,REVIEW,Manual review suggested,0,1,2124450255,beehome.com.tr,export@akayplastik.com.tr | info@beehome.com.tr | muhasebe@akayplastik.com.tr
akbarkod etiket,7549|21690,AKBARKOD ETİKET SAN.TİC.LTD.ŞTİ. | AKBARKOD ETIKET SAN. TIC. LTD. STI.,2,Avrasya Ambalaj | Texhibition İstanbul,False,A,REVIEW,Manual review suggested,0,1,2126372530,akbarkod.com | akbarkod.com.tr,eticaret@akbarkod.com
akcali boya kimya,6268|22920,AKÇALI BOYA VE KIMYA SANAYI TICARET A.S. | AKÇALI BOYA KİMYA SAN. TİC.A.Ş.,2,Hardware Eurasia - Avrasya Uluslararası Hırdavat Fuarı | İstanbul Hırdavat Fuarı,False,A,REVIEW,Manual review suggested,0,1,2123716000,permolitboya.com.tr,info@akcaliboya.com.tr | info@permolitboya.com.tr
akdoral aluminyum insaat otomotiv turizm,22867|32526,AKDORAL ALÜMINYUM INSAAT OTOMOTIV TURIZM SANAYI VE TICARET  LIMITED SIRKETI | AKDORAL ALÜMİNYUM İNŞAAT OTOMOTİV TURİZM SANAYİ VE TİCARET  LİMİTED ŞİRKETİ,2,AVRASYA KAPI FUARI | AVRASYA PENCERE FUARI,False,A,REVIEW,Manual review suggested,0,1,5382981567 | 905382981567,akdoral.com,info@akdoral.com
akel insaat taah otomotiv tekstil kuyumculuk gida dis,26138|30206,AKEL İNŞAAT TAAH. OTOMOTİV TEKSTİL KUYUMCULUK GIDA SAN. VE DIŞ TİC.LTD.ŞTİ.  | AKEL İNŞAAT TAAH. OTOMOTiV TEKSTiL KUYUMCULUK GİDA SAN. VE DİŞ TiC.LTD.ŞTi.,2,Wire - Tube Eurasia  | İntermob,False,A,REVIEW,Manual review suggested,0,1,2126712760 | 902126712760,almina.com.tr,almina@almina.com.tr | info@almina.com.tr
akkim yapi kim,2276|30211,AKKIM YAPI KIM.SAN.TIC.AS. | AKKiM YAPİ KiM.SAN.TiC.AŞ.,2,AVRASYA PENCERE FUARI | İntermob,False,A,REVIEW,Manual review suggested,0,1,2127711371 | 902127711371,akfix.com | akkim.net,export@akkim.net | info@akfix.com | sales@akkim.net
akpa aluminyum,2261|30438,AKPA ALÜMINYUM SAN VE TIC A.S. | AKPA ALÜMİNYUM SAN. VE TİC. A.Ş.,2,ALUEXPO | AVRASYA PENCERE FUARI,False,A,REVIEW,Manual review suggested,0,1,2122242055 | 904442499,akpaas.com.tr,akpa@akpaas.com.tr
aksa akrilik kimya sanayii,4660|32431,AKSA AKRİLİK KİMYA SANAYİİ A.Ş. | AKSA AKRİLİK KİMYA SANAYİİ A.Ş.,2,CFE - Carpet and Flooring Expo | Uluslararası İstanbul İplik Fuarı,False,A,REVIEW,Manual review suggested,0,1,2263532545 | 902263532545,aksa.com,aksa@aksa.com | aksaakrilik@hs02.kep.tr
aksan otomotiv,11621|22924,AKSAN OTOMOTIV | AKSAN OTOMOTİV SAN.VE TİC.LTD. ŞTİ.,2,Automechanika İstanbul | İstanbul Hırdavat Fuarı,False,A,REVIEW,Manual review suggested,0,1,,aksankablo.com,bilgi@aksankablo.com | info@aksanoto.com.tr
aksuvital dogal urunler gida,5675|23288,AKSUVITAL DOGAL ÜRÜNLER GIDA SAN. VE TIC. A.S. | AKSUVITAL DOGAL ÜRÜNLER GIDA SAN VE TIC A.S.,2,Expomed Eurasia - Medikal Fuarı | MÜSİAD Expo Ticaret Fuarı,False,A,REVIEW,Manual review suggested,0,1,5066615858,aksuvital.com,info@aksuvital.com | info@aksuvital.com.tr
albatek makine,25906|33066,ALBATEK MAKİNE SAN. TİC. LTD. ŞTİ. | ALBATEK MAKİNE,2,Foteg İstanbul | PetZoo Eurasia,False,A,REVIEW,Manual review suggested,0,1,2125075811 | 5321616453,albatek.com.tr,albatekyapi@gmail.com | info@albateknik.com
alhuda mak gida makina ic dis,22127|25909,ALHUDA MAK GIDA MAKINA SAN. IÇ VE DIS TIC. LTD. STI. | ALHUDA MAK GIDA MAKİNA SAN. İÇ VE DIŞ TİC. LTD. ŞTİ.,2,Avrasya Ambalaj | Foteg İstanbul,False,A,REVIEW,Manual review suggested,0,1,05312024944 | 599555111,alhudamachines.com,info@alhudamachines.com | machinesalhuda@gmail.com
alkan plastik mamulleri,5163|20613,ALKAN PLASTİK MAMÜLLERİ TİC. SAN. LTD. ŞTİ. | ALKAN PLASTİK MAMÜLLERİ TİC. SAN. LTD. ŞTİ.,2,HOST Istanbul Fuarı | Zuchex,False,A,REVIEW,Manual review suggested,0,1,2125021997 | 2126590095,alkanplast.com.tr,alkanmusa@hotmail.com | info@alkanplast.com.tr | info@alkanplastik.com
