normalized_name,company_ids,original_names,fair_count,fair_names,same_fair_overlap,scenario,confidence,recommendation,duplicate_relation_count,country_ids,phones,websites,emails
agrozan tarim urunleri gida urunleri ith ihr,18491|30268,AGROZAN TARIM ÜRÜNLERI GIDA ÜRÜNLERI ITH. IHR. SAN. VE TIC. LTD. ŞTI. | AGROZAN TARIM ÜRÜNLERi GIDA ÜRÜNLERi  iTH. iHR. SAN. VE TiC. LTD. ŞTi.,1,World Food İstanbul ,True,B,RISK,Manual review or relation dedupe,0,1,,,careers@agrozan.com | info@agrozan.com | turkey@agrozan.com
akdemir group,13713|29050,AKDEMİR GROUP | AKDEMİR GROUP,1,IDEX İSTANBUL,True,B,RISK,Manual review or relation dedupe,0,1,2125310102,cowellmediturkey.com,h.denizakdemir@hotmail.com | info@cowellmediturkey.com
akme dis deposu,13714|29051,AKME DİŞ DEPOSU LTD. ŞTİ. | AKME DİŞ DEPOSU,1,IDEX İSTANBUL,True,B,RISK,Manual review or relation dedupe,0,1,3124307346,akmedisdeposu.com,akmedisdeposu@windowslive.com | info@akmedisdeposu.com
aksoy plastik makina,2466|31113,AKSOY PLASTIK VE MAKINA SAN. TIC. LTD. STI. | AKSOY PLASTiK VE MAKiNA SAN. TiC. LTD. ŞTi.,1,Plast Eurasia İstanbul,True,B,RISK,Manual review or relation dedupe,0,1,2165188333 | 902165188333,aksoymakine.com,info@aksoymakine.com
akspa tekstil,7578|19113,AKSPA TEKSTIL SAN VE TIC LTD STI | AKSPA TEKSTİL SAN VE TIC LTD STI,1,Texhibition İstanbul,True,B,RISK,Manual review or relation dedupe,0,1,,akspatextile.com,info@akspatextile.com | international@akspatextile.com
alp plastik kalip,20963|20965,Alp Plastik Kalıp Sanayi ve Ticaret Ltd. Şti. | ALP PLASTİK KALIP SAN. VE TİC. LTD. ŞTİ.,1,Zuchex,True,B,RISK,Manual review or relation dedupe,0,1,2128752646 | 2128752666,moonstar.com.tr | motektemizlik.com,info@moonstar.com.tr
alpay dis deposu,13721|29054,ALPAY DİŞ DEPOSU LTD. ŞTİ. | ALPAY DİŞ DEPOSU,1,IDEX İSTANBUL,True,B,RISK,Manual review or relation dedupe,0,1,2125341724,alpaydis.com.tr,alpaydis@alpaydis.com.tr
alternatif medikal,13722|29055,ALTERNATİF MEDİKAL SAN. VE TİC. LTD. ŞTİ. | ALTERNATİF MEDİKAL,1,IDEX İSTANBUL,True,B,RISK,Manual review or relation dedupe,0,1,2324467470,alternatifmedikal.com,info@alternatifmed.com.tr | muhasebe@alternatifmed.com.tr | planet@alternatifmedikal.com
altin ates kimya,2421|32742,ALTIN ATES KIMYA A.S. | ALTİN ATEŞ KİMYA A.Ş.,1,Plast Eurasia İstanbul,True,B,RISK,Manual review or relation dedupe,0,1,2163841065 | 902163841065,altinates.com.tr,altinates@altinates.com.tr
altuntas hali kilim,1890|32439,ALTUNTAS HALI KILIM SAN. TIC. VE LTD. STI. | ALTUNTAŞ HALİ KİLİM SAN. TİC. VE LTD. STİ.,1,CFE - Carpet and Flooring Expo,True,B,RISK,Manual review or relation dedupe,0,1,905322623561,altuntaskilim.com.tr,info@altuntaskilim.com.tr | sales@altuntaskilim.com.tr
anadolu capa dental,13723|29056,ANADOLU ÇAPA DENTAL SAN. VE TİC. LTD. ŞTİ. | ANADOLU ÇAPA DENTAL,1,IDEX İSTANBUL,True,B,RISK,Manual review or relation dedupe,0,1,2164212120,dentalanadolu.com,canert@dentalanadolu.com | info@capadental.com | info@dentalanadolu.com
anako yumurta ur gid ihr ith,18529|30227,ANAKO YUMURTA VE ÜR. GID. SAN. IHR. ITH. VE TIC. A.Ş. | ANAKO YUMURTA VE ÜR. GID. SAN. iHR. iTH. VE TiC. A.Ş.,1,World Food İstanbul ,True,B,RISK,Manual review or relation dedupe,0,1,3124195260,,bilgi@anako.com.tr
anhui light industries international co,26605|26972,"ANHUI LIGHT INDUSTRIES INTERNATIONAL CO., LTD. | ANHUI LIGHT INDUSTRIES INTERNATIONAL CO.,LTD.",1,Zuchex,True,B,RISK,Manual review or relation dedupe,0,1,,alic.com | ww.alic.com,chunyan_niu@alic.com | yang_zhengmao@alic.com
antalya bora dis deposu,13726|29058,ANTALYA BORA DİŞ DEPOSU SAN. TİC. LTD. ŞTİ. | ANTALYA BORA DİŞ DEPOSU,1,IDEX İSTANBUL,True,B,RISK,Manual review or relation dedupe,0,1,2422448269,boradental.com.tr,burak@boradental.com.tr | info@boradental.com.tr
antebi orme,8907|15174,ANTEBI ÖRME SAN.ve TIC.A.S. | ANTEBI ÖRME SAN.ve TIC.A.S.,1,IFCO - Hazır Giyim ve Moda Fuarı,True,B,RISK,Manual review or relation dedupe,0,1,,antebies.com | volumex.com.tr,hello@antebies.com | info@volumex.com
art carpet,1868|32440,ART CARPET SAN. VE TIC. A.S. | ART CARPET SAN. VE TİC. A.Ş.,1,CFE - Carpet and Flooring Expo,True,B,RISK,Manual review or relation dedupe,0,1,903423379637,artcarpet.com,export@artcarpet.com | info@artcarpet.com | sales@artcarpet.com
ati ileri teknoloji,13742|29068,ATİ İLERİ TEKNOLOJİ SAN. TİC. AŞ. | ATİ İLERİ TEKNOLOJİ,1,IDEX İSTANBUL,True,B,RISK,Manual review or relation dedupe,0,1,2222280196,atiteknoloji.com,info@atiteknoloji.com | murat@atiteknoloji.com
atilim dis deposu,13741|29067,ATILIM DİŞ DEPOSU SAN. VE TİC. LTD. ŞTİ. | ATILIM DİŞ DEPOSU,1,IDEX İSTANBUL,True,B,RISK,Manual review or relation dedupe,0,1,3224592957,atilimdisdeposu.com.tr,info@atilimdisdeposu.com.tr
atlas dis deposu,13745|29069,ATLAS DİŞ DEPOSU | ATLAS DİŞ DEPOSU,1,IDEX İSTANBUL,True,B,RISK,Manual review or relation dedupe,0,1,2124911046,,atlasdental@gmail.com
aydoganlar dis deposu,13751|29073,AYDOĞANLAR DİŞ DEPOSU | AYDOĞANLAR DİŞ DEPOSU,1,IDEX İSTANBUL,True,B,RISK,Manual review or relation dedupe,0,1,3124323148,dentaldunyasi.com,aydoganlarmuhasebe@gmail.com | dentaldunyasi@gmail.com | info@dentaldunyasi.com
baki ahsap mobilya orman nak,2226|32409,BAKI AHSAP MOBILYA ORMAN NAK. SAN. TIC. LTD. STI | BAKİ AHŞAP MOBİLYA ORMAN NAK. SAN. TİC. LTD. ŞTİ,1,AVRASYA KAPI FUARI,True,B,RISK,Manual review or relation dedupe,0,1,905326307042,bakiahsap.com.tr | bakiorman.com,info@bakiahsap.com.tr
basak dental,13762|29081,BAŞAK DENTAL SAN. VE TİC. LTD.ŞTİ. | BAŞAK DENTAL,1,IDEX İSTANBUL,True,B,RISK,Manual review or relation dedupe,0,1,2124513955,bartmedical.com | dentalticaret.com,bilgi@dentalticaret.com | info@racheldent.com | mehmetkassap@gmail.com | sales@bartmedical.com | sales@racheldent.com
basar gida,21638|31288,BASAR TICARET VE GIDA SAN. A.S | BAŞAR TİCARET VE GİDA SAN. A.Ş.,1,Avrasya Ambalaj,True,B,RISK,Manual review or relation dedupe,0,1,2124852929 | 902124852929,basarticaret.com,basar@basarticaret.com
basatli boru profil,17923|31007,BASATLI BORU PROFIL | BAŞATLI BORU PROFİL,1,METAL EXPO EURASIA İSTANBUL,True,B,RISK,Manual review or relation dedupe,0,1,,basatli.com.tr,info@basatli.com.tr | satis@basatli.com.tr
basdinc mobilya,4469|24228,BASDINÇ MOBILYA SAN. TIC. LTD. STI. | BAŞDİNÇ MOBİLYA SAN. TİC. LTD. ŞTİ.,1,İstanbul Mobilya Fuarı,True,B,RISK,Manual review or relation dedupe,0,1,5457186055,dasellmobilya.com,muhasebe@dasellmobilya.com | siparis@dasellmobilya.com
basmaci dis deposu,13761|29080,BASMACI DİŞ DEPOSU TİC. VE SAN. LTD. ŞTİ. | BASMACI DİŞ DEPOSU,1,IDEX İSTANBUL,True,B,RISK,Manual review or relation dedupe,0,1,2125296646,basmaci.com.tr | basmacidis.com.tr,info@basmacidis.com.tr
basterziler mobilya paz,4087|24239,BASTERZILER MOBILYA PAZ. SAN. VE TIC. A.S. | BAŞTERZİLER MOBİLYA PAZ. SAN. VE TİC. A.Ş.,1,İstanbul Mobilya Fuarı,True,B,RISK,Manual review or relation dedupe,0,1,2566125959,basterziler.com.tr | vitello.com.tr,info@basterziler.com.tr | info@vitello.com.tr
basturk cam,21758|31317,BASTÜRK CAM SAN. VE TIC. A.S. | BAŞTÜRK CAM SAN. VE TİC. A.Ş.,1,Avrasya Ambalaj,True,B,RISK,Manual review or relation dedupe,0,1,4225021010 | 904225021010,basturkcam.com.tr,info@basturkcam.com.tr
bego dis malzemeleri,13764|29083,BEGO DİŞ MALZEMELERİ A.Ş. | BEGO DİŞ MALZEMELERİ,1,IDEX İSTANBUL,True,B,RISK,Manual review or relation dedupe,0,1,85044118,bego.com.tr,info@bego.com.tr
bibus,14352|29583,BİBUS | BIBUS,1,WIN EURASIA,True,B,RISK,Manual review or relation dedupe,0,1,902122938200,bibus.com.tr,info@bibus.com.tr
bienna hali dekorasyon ic dis,23614|31516,BİENNA HALI DEKORASYON İÇ VE DIŞ TİCARET LİMİTED ŞİRKETİ | BİENNA HALİ DEKORASYON İÇ VE DİŞ TİCARET LİMİTED ŞİRKETİ,1,CFE - Carpet and Flooring Expo,True,B,RISK,Manual review or relation dedupe,0,1,905452713090,biennafur.com,info@biennafur.com | satis@biennafur.com
bilken tarim gida,18599|30297,BILKEN TARIM GIDA SAN. TIC. LTD. ŞTI. | BiLKEN TARIM GIDA SAN. TiC. LTD. ŞTi.,1,World Food İstanbul ,True,B,RISK,Manual review or relation dedupe,0,1,3424419410,,aytekin@bilken.com.tr | bulent@bilken.com.tr | info@bilken.com.tr | pazarlama@bilken.com.tr | satinalma@bilken.com.tr
bimbo deri mamulleri otomativ,1367|1368,BİMBO DERİ MAMÜLLERİ OTOMATİV VE TİC. LTD. ŞTİ | BİMBO DERİ MAMÜLLERİ OTOMATİV VE TİC. LTD. ŞTİ.,1,Aysaf Ayakkabı Yan Sanayi Fuarı,True,B,RISK,Manual review or relation dedupe,0,1,,,bimboltd@superonline.com
binbogalar tarim ur ins,18600|30298,BINBOĞALAR TARIM ÜR. VE INŞ. SAN. VE TIC. LTD. ŞTI. | BiNBOĞALAR TARIM ÜR. VE iNŞ. SAN. VE TiC. LTD. ŞTi.,1,World Food İstanbul ,True,B,RISK,Manual review or relation dedupe,0,1,3286333355,,info@binbogafistik.com
birsan kapi kilidi aksam paz ith ihr,2150|32502,BIRSAN KAPI KILIDI VE AKSAM PAZ.ITH IHR LTD STI | BİRSAN KAPI KİLİDİ VE AKSAM PAZ.İTH İHR LTD ŞTİ,1,AVRASYA CAM FUARI,True,B,RISK,Manual review or relation dedupe,0,1,5438336869 | 902126160500,birsancamkapi.com,info@birsancamkapi.com
bitat dis,18601|30302,BITAT DIŞ TIC. LTD. ŞTI. | BiTAT DIŞ TiC. LTD. ŞTi.,1,World Food İstanbul ,True,B,RISK,Manual review or relation dedupe,0,1,3262215225,,info@bitat.com.tr
bulvar tarim urunleri muhendislik end gida nak,18615|30306,BULVAR TARIM ÜRÜNLERI MÜHENDISLIK END. GIDA VE NAK. SAN. TIC. LTD. ŞTI. | BULVAR TARIM ÜRÜNLERi MÜHENDiSLiK END. GIDA VE NAK. SAN. TiC. LTD. ŞTi.,1,World Food İstanbul ,True,B,RISK,Manual review or relation dedupe,0,1,4447539,,info@bulvargida.com.tr
bursa dental dis deposu,13790|29094,BURSA DENTAL DİŞ DEPOSU SAN. VE TİC. LTD. ŞTİ. | BURSA DENTAL DİŞ DEPOSU,1,IDEX İSTANBUL,True,B,RISK,Manual review or relation dedupe,0,1,2242240487,bursadental.com,info@bursadental.com
caglayan plastik amb ins mob,21655|31294,ÇAGLAYAN PLASTIK AMB. INS. MOB. SAN. TIC. A.S. | ÇAĞLAYAN PLASTİK AMB.İNŞ.MOB.SAN.TİC.A.Ş.,1,Avrasya Ambalaj,True,B,RISK,Manual review or relation dedupe,0,1,3322375111 | 905354591089,caglayanplastik.com,caglayan@caglayanplastik.com | sales@caglayanplastik.com | satis@caglayanplastik.com
canakcilar seramik,33518|34030,Çanakcılar Seramik San. ve Tic. A.Ş. | ÇANAKCILAR SERAMiK SAN. VE TiC. A.Ş.,1,UNICERA İstanbul,True,B,RISK,Manual review or relation dedupe,0,1,02163176453 | 903725355130,canakcilar.com.tr | creavit.com.tr,canakcilar@canakcilar.com.tr | expo@creavit.com.tr | info@creavit.com.tr
cardiva furniture mehmet basdinc,3898|24213,CARDIVA FURNITURE-MEHMET BASDINÇ | CARDİVA FURNİTURE-MEHMET BAŞDİNÇ,1,İstanbul Mobilya Fuarı,True,B,RISK,Manual review or relation dedupe,0,1,5468285982,cardivamobilya.com,cardivamobilya@gmail.com | info@cardivamobilya.com
cel mer celik,845|31014,ÇEL-MER ÇELIK | ÇEL- MER ÇELİK,1,METAL EXPO EURASIA İSTANBUL,True,B,RISK,Manual review or relation dedupe,0,1,,celmercelik.com,info@celmercelik.com | satis@celmercelik.com
celik metal,850|25028,ÇELIK METAL | CELIK METAL SAN. VE TIC. LTD. STI.,1,METAL EXPO EURASIA İSTANBUL,True,B,RISK,Manual review or relation dedupe,0,1,,celikmetal.com.tr,celikmetal@celikmetal.com.tr | info@celikmetal.com
cem mutfak esyalari dis,20707|26687,Cem Mutfak Eşyaları San. ve Dış Tic. Ltd. Şti. | CEM MUTFAK EŞYALARI SAN. VE DIŞ TİC. LTD. ŞTİ. ,1,Zuchex,True,B,RISK,Manual review or relation dedupe,0,1,2623534323,cemmutfak.com | cemmutfak.com.tr,info@cemmutfak.com
cin pa ic dis,4125|24256,ÇIN-PA IÇ VE DIS TICARET LTD.STI. | ÇİN-PA İÇ VE DIŞ TİCARET LTD.ŞTİ.,1,İstanbul Mobilya Fuarı,True,B,RISK,Manual review or relation dedupe,0,1,3123535540,cinpa.com.tr,info@cinpa.com.tr
cin pavilyonu,35092|35094,ÇİN PAVİLYONU | ÇİN PAVİLYONU,1,Helal Expo,True,B,RISK,Manual review or relation dedupe,0,1,,,global2uservices@gmail.com | yangjiyucheng@gmail.com
crscam teknoloji,13805|29099,CRSCAM TEKNOLOJİ A.Ş. | CRSCAM TEKNOLOJİ,1,IDEX İSTANBUL,True,B,RISK,Manual review or relation dedupe,0,1,2425056499,crscam.com,info@crscam.com | karaca@crscam.com
csp muhendislik,10940|11138,CSP MÜHENDISLIK SAN. VE TIC. LTD. STI. | CSP MÜHENDİSLİK SAN. VE TİC. LTD. ŞTİ.,1,Maden Türkiye Uluslararası Madencilik Fuarı,True,B,RISK,Manual review or relation dedupe,0,1,,,info@cspmuhendislik.com
dafne kuyumculuk,10872|10873,DAFNE KUYUMCULUK  | DAFNE KUYUMCULUK ,1,Istanbul Jewelry Show,True,B,RISK,Manual review or relation dedupe,0,1,2126030198 | 33640617041,dafnejewellery.com | daphnejewellery.com,dafnejewellery.mc@gmail.com | info@daphnejewellery.com
david brown santasalo uk,27709|27710,DAVID BROWN SANTASALO UK LTD | DAVİD BROWN SANTASALO UK LTD,1,IDEF,True,B,RISK,Manual review or relation dedupe,0,1,,dbsantasalo.com,jennie.paterson@dbsantasalo.com | uk@dbsantasalo.com
decortie bilisim mobilya reklam,4030|24259,DECORTIE BILISIM MOBILYA REKLAM TIC. LTD. STI. | DECORTİE BİLİŞİM MOBİLYA REKLAM TİC. LTD. ŞTİ.,1,İstanbul Mobilya Fuarı,True,B,RISK,Manual review or relation dedupe,0,1,8502551736,decortie.com,hello@decortie.com | info@decortie.com | infopakasrl@gmail.com
delta oto aksami,11839|27147,Delta Oto Aksamı San. Ve Tic. A.Ş. | DELTA OTO AKSAMI,1,Automechanika İstanbul,True,B,RISK,Manual review or relation dedupe,0,1,,deltaoto.com,info@deltaoto.com
demir makine,33531|33887,Demir Makine Ticaret ve Sanayi Limited Şirketi | Demir Makine İthalat İhracat Sanayi ve Ticaret Limited Şirketi,1,UNICERA İstanbul,True,B,RISK,Manual review or relation dedupe,0,1,02122372224 | 02163080530,demirmak.com | dmrmakine.com.tr,info@demirmak.com | info@dmrmakine.com.tr
demo tibbi cihazlar,13817|29109,DEMO TIBBİ CİHAZLAR LTD. ŞTİ. | DEMO TIBBİ CİHAZLAR,1,IDEX İSTANBUL,True,B,RISK,Manual review or relation dedupe,0,1,5315773491,dmodental.com,info@dmodental.com
dentx medikal,13845|29118,DENTX MEDİKAL SAN. VE TİC. LTD .ŞTİ. | DENTX MEDİKAL,1,IDEX İSTANBUL,True,B,RISK,Manual review or relation dedupe,0,1,2124831907,dentxmedikal.com,info@dentxmedikal.com | vahit@dentxmedikal.com
desen sofa kenan gezici,3913|24289,DESEN SOFA - KENAN GEZICI | DESEN SOFA - KENAN GEZİCİ,1,İstanbul Mobilya Fuarı,True,B,RISK,Manual review or relation dedupe,0,1,5357854698,desensofa.com.tr,desensofa@gmail.com | info@desensofa.com
dicle gida tarim urunleri,18649|30320,DICLE GIDA VE TARIM ÜRÜNLERI SAN. VE TIC. LTD. ŞTI. | DiCLE GIDA VE TARIM ÜRÜNLERi SAN. VE TiC. LTD. ŞTi.,1,World Food İstanbul ,True,B,RISK,Manual review or relation dedupe,0,1,3242217432,,dicle@diclegroup.com | info@diclegroup.com
dinamik motor reduktor,2787|23457,DİNAMİK MOTOR REDÜKTÖR SAN. VE TİC. A.Ş. | DINAMIK MOTOR REDÜKTÖR SAN. VE TIC. A.S.,1,Plast Eurasia İstanbul,True,B,RISK,Manual review or relation dedupe,0,1,2125767373,dinamikmotor.com.tr,ankara@dgmr.com.tr | info@dgmr.com.tr | istanbul@dgmr.com.tr | istanbul@dinamikmotor.com.tr
dinamik tekstil mobilya elektronik,4370|24284,DINAMIK TEKSTIL MOBILYA ELEKTRONIK SAN.TIC.LTD.STI. | DİNAMİK TEKSTİL MOBİLYA ELEKTRONİK SAN.TİC.LTD.ŞTİ.,1,İstanbul Mobilya Fuarı,True,B,RISK,Manual review or relation dedupe,0,1,2125803956,tutkuyatak.com.tr,info@tutkuyatak.com.tr
dio implant,13850|29121,DİO İMPLANT SAN. TİC. LTD. ŞTİ. | DİO İMPLANT,1,IDEX İSTANBUL,True,B,RISK,Manual review or relation dedupe,0,1,2169991125,dioimplant.com.tr,info@dioimplant.com.tr
dioki petrokimya,2519|23458,DİOKİ PETROKİMYA SAN A.Ş. | DIOKI PETROKIMYA SAN. A.S.,1,Plast Eurasia İstanbul,True,B,RISK,Manual review or relation dedupe,0,1,5389762094,dioki.com.tr,info@dioki.com.tr
dirilis koltuk mobilya insaat,4544|24237,DIRILIS KOLTUK MOBILYA INSAAT ITHALAT IHRACAT SAN. VE TIC.LTD.STI. | DİRİLİŞ KOLTUK MOBİLYA İNŞAAT İTHALAT İHRACAT SAN. VE TİC.LTD.ŞTİ.,1,İstanbul Mobilya Fuarı,True,B,RISK,Manual review or relation dedupe,0,1,5324651679,onix.com.tr,info@onix.com.tr | onix@oniz.com.tr
diva turkmen mobilya,3916|24262,DIVA TÜRKMEN MOBILYA SAN. VE TIC.LTD.STI. | DİVA TÜRKMEN MOBİLYA SAN. VE TİC.LTD.ŞTİ.,1,İstanbul Mobilya Fuarı,True,B,RISK,Manual review or relation dedupe,0,1,5308249523,divamobilya.com,divamobili@hotmail.com | info@divamobilya.com
divanev,3869|24263,DIVANEV | DİVANEV,1,İstanbul Mobilya Fuarı,True,B,RISK,Manual review or relation dedupe,0,1,2163095410,divanev.com.tr,basak.ozkuyumcu@yatas.com.tr | export@yatas.com.tr
divas mobilya orm urun oto ins,4476|24264,DIVAS MOBILYA ORM.ÜRÜN.OTO.INS.SAN.VE TIC.LTD.STI. | DİVAS MOBİLYA ORM.ÜRÜN.OTO.İNŞ.SAN.VE TİC.LTD.ŞTİ.,1,İstanbul Mobilya Fuarı,True,B,RISK,Manual review or relation dedupe,0,1,5399393919,divassofa.com,info@divassofa.com | muhasebe@divasosfa.com
dizayn makina vida kovan iml,2522|2909,DİZAYN MAKİNA VİDA KOVAN İML. SAN. VE | DIZAYN MAKINA VIDA KOVAN IML. SAN. VE TIC. LTD. STI.,1,Plast Eurasia İstanbul,True,B,RISK,Manual review or relation dedupe,0,1,2126124044,dizaynvida.com,dizayn@dizaynvida.com | info@dizaynvida.com
dizayno mobilya,3872|24251,DIZAYNO MOBILYA SANAYI VE TICARET A.S. | DİZAYNO MOBİLYA SANAYİ VE TİCARET A.Ş.,1,İstanbul Mobilya Fuarı,True,B,RISK,Manual review or relation dedupe,0,1,3382241039,bismot.com,bilgi@bismot.com | export@bismot.com | info@bismot.com
dm tibbi cihazlar,13857|29123,DM TIBBİ CİHAZLAR LTD. ŞTİ. | DM TIBBİ CİHAZLAR,1,IDEX İSTANBUL,True,B,RISK,Manual review or relation dedupe,0,1,2165115696,dismarketi.com,bilgi@dismarketi.com | info@dismarketi.com | info@mediax.com
dms endustri ambalaj makine,2524|2829,DMS ENDÜSTRİ AMBALAJ MAKİNE SANAYİ | DMS ENDÜSTRI AMBALAJ MAKINE SANAYI VE TICARET LIMITED SIRKETI,1,Plast Eurasia İstanbul,True,B,RISK,Manual review or relation dedupe,0,1,3742439898 | 5331480034,dmsconverting.com,info@dmsconverting.com | service@dmsconverting.com
dogam medikal kozm gida teks ith ihr,6040|33253,DOGAM MEDIKAL KOZM. GIDA TEKS. ITH. IHR. SAN. VE TIC. LTD. STI. | DOĞAM MEDİKAL KOZM. GIDA TEKS.İTH.İHR.SAN. VE TİC. LTD. ŞTİ.,1,Expomed Eurasia - Medikal Fuarı,True,B,RISK,Manual review or relation dedupe,0,1,2324691444,wingmed.com.tr,export@wingmed.com.tr | info@wingmed.com.tr
dogtas,4137|24267,DOGTAS | DOĞTAŞ,1,İstanbul Mobilya Fuarı,True,B,RISK,Manual review or relation dedupe,0,1,2164250002,dogtas.com,info@dogtas.com
dogus okul yayinlari,4426|24268,DOGUS OKUL YAYINLARI TIC.LTD.STI. | DOĞUŞ OKUL YAYINLARI TİC.LTD.ŞTİ.,1,İstanbul Mobilya Fuarı,True,B,RISK,Manual review or relation dedupe,0,1,5335940774,dogusegitim.com,info@dogusegitim.com | manager@dogusegitim.com
e tarti,14406|29600,E-TARTI | E TARTI,1,WIN EURASIA,True,B,RISK,Manual review or relation dedupe,0,1,9085055325698,etarti.com,info@etarti.com | sefaozpinar@etarti.com
efc medikal,13879|29134,EFC MEDİKAL İTHALAT İHRACAT SAN. VE TİCARET LTD. ŞTİ. | EFC MEDİKAL,1,IDEX İSTANBUL,True,B,RISK,Manual review or relation dedupe,0,1,5413399607,efcdental.com,efcdental@gmail.com | info@efcdental.com
ege seramik,33542|34038,Ege Seramik San. ve Tic. A.Ş | EGE SERAMiK SAN. VE TiC. A.Ş.,1,UNICERA İstanbul,True,B,RISK,Manual review or relation dedupe,0,1,02328781700 | 902328781700,egeseramik.com,info@egeseramik.com | info@egevitrifiye.com
eksen medikal tibbi malz gerecleri paz tur ith ihr,13884|13885,EKSEN MEDİKAL TIBBİ MALZ. VE GEREÇLERİ PAZ. TUR. İTH. İHR. LTD | EKSEN MEDİKAL TIBBİ MALZ. VE GEREÇLERİ PAZ. TUR. İTH. İHR. LTD. ŞTİ.,1,IDEX İSTANBUL,True,B,RISK,Manual review or relation dedupe,0,1,,eksenmedikal.com.tr,eksenmedikalankara@gmail.com | info@eksenmedikal.com.tr
elda hali tekstil,1863|31469,ELDA HALI TEKSTIL SAN. VE TIC.A.S. | ELDA HALİ TEKSTİL SAN. VE TİC. A.Ş.,1,CFE - Carpet and Flooring Expo,True,B,RISK,Manual review or relation dedupe,0,1,3523330020 | 905374815147,gumussuyu.com.tr,etik@gumussuyu.com.tr | info@gumussuyu.com.tr
elizan mobilya,4153|24273,ELIZAN MOBILYA SAN. TIC. LTD. STI. | ELİZAN MOBİLYA SAN. TİC. LTD. ŞTİ.,1,İstanbul Mobilya Fuarı,True,B,RISK,Manual review or relation dedupe,0,1,3523214510,elizanlife.com,info@elizanlife.com
els lift,14391|14392,ELS LIFT | ELS LIFT,1,WIN EURASIA,True,B,RISK,Manual review or relation dedupe,0,1,,,info@elslift.com
erdem soft tekstil,1861|31463,ERDEM SOFT TEKSTIL A.S. | ERDEM SOFT TEKSTİL A.Ş.,1,CFE - Carpet and Flooring Expo,True,B,RISK,Manual review or relation dedupe,0,1,3423379142 | 903423371577,erdemsofttextile.com,export@erdemsofttextile.com | info@erdemsofttextile.com
ergul dental,13899|29144,ERGÜL DENTAL | ERGÜL DENTAL,1,IDEX İSTANBUL,True,B,RISK,Manual review or relation dedupe,0,1,2125210571,ergul-dental.business.site,info@erguldental.com | mustafaerguldental@gmail.com
ersa mobilya,4163|4164,ERSA MOBILYA SAN TIC AS | ERSA MOBILYA SAN TIC AS,1,İstanbul Mobilya Fuarı,True,B,RISK,Manual review or relation dedupe,0,1,5323557820,ersamobilya.com,info@ersamobilya.com
este hali,1877|31465,ESTE HALI A.S. | ESTE HALİ A.Ş.,1,CFE - Carpet and Flooring Expo,True,B,RISK,Manual review or relation dedupe,0,1,905323330570,estecarpet.com,info@estecarpet.com | smmm@mehmetemndoner.com.tr
fatih dis deposu,13907|29150,FATİH DİŞ DEPOSU VE TİC. LTD. ŞTİ. | FATİH DİŞ DEPOSU,1,IDEX İSTANBUL,True,B,RISK,Manual review or relation dedupe,0,1,2125247856,fatihdisdeposu.com,fatihdisdeposu@hotmail.com | fatihdisdeposu@ttmail.com | info@fatihdisdeposu.com
fatih kiral mobilya dekorasyon,4003|24276,FATIH KIRAL MOBILYA VE DEKORASYON SAN.TIC.A.S. | FATİH KIRAL MOBİLYA VE DEKORASYON SAN.TİC.A.Ş.,1,İstanbul Mobilya Fuarı,True,B,RISK,Manual review or relation dedupe,0,1,2164356000,fatihkiral.com,fk@fatihkiral.com
fatih yildiz celik esya mak mob paz st,4484|24217,FATIH YILDIZ ÇELIK ESYA MAK MOB PAZ SAN TIC LTD ST | FATİH YILDIZ ÇELİK EŞYA MAK MOB PAZ SAN TİC LTD ŞT,1,İstanbul Mobilya Fuarı,True,B,RISK,Manual review or relation dedupe,0,1,5321394009,fatih-yildiz.com,info@fatih-yildiz.com | muhasebe@fatih-yildiz.com
fbg auto co,12260|27339,"FBG AUTO CO., LTD | FBG AUTO CO.,LTD",1,Automechanika İstanbul,True,B,RISK,Manual review or relation dedupe,0,1,,fbgauto.com.tw,sales@fbgauto.com.tw
fiba koltuk mobilya tekstil orman urun,4480|24232,FIBA KOLTUK MOBILYA TEKSTIL ORMAN ÜRÜN.SAN.TIC.LTD.STI. | FİBA KOLTUK MOBİLYA TEKSTİL ORMAN ÜRÜN.SAN.TİC.LTD.ŞTİ.,1,İstanbul Mobilya Fuarı,True,B,RISK,Manual review or relation dedupe,0,1,2247185652,elegancia.com.tr,info@elegancia.com.tr | muhasebe@elegancia.com.tr
fiberflon teknik tekstil,2563|23470,FİBERFLON TEKNİK TEKSTİL SANAYİ A.Ş. | FIBERFLON TEKNIK TEKSTIL SANAYI A.S.,1,Plast Eurasia İstanbul,True,B,RISK,Manual review or relation dedupe,0,1,2826764208,fiberflon.com,info@fiberflon.com
file gida,18699|30332,FILE GIDA SAN. TIC. A.Ş. | FiLE GIDA SAN. TiC. A.Ş.,1,World Food İstanbul ,True,B,RISK,Manual review or relation dedupe,0,1,,,info@filegida.com
filtorq filtre,11884|27168,FİLTORQ FİLTRE | FILTORQ FİLTRE,1,Automechanika İstanbul,True,B,RISK,Manual review or relation dedupe,0,1,,filtorq.com.tr,info@filtorq.com.tr
fimaks plastik,21838|31338,FIMAKS PLASTIK A.S. | FİMAKS PLASTİK A.Ş.,1,Avrasya Ambalaj,True,B,RISK,Manual review or relation dedupe,0,1,5467964810 | 902826745294,fimaksplastik.com,info@fimaksplastik.com
